📺央视频道,#genre#
2019年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTRfNDAzMDAxOTlfOTI4OTY2ODE2MTBfMF8z_b_B11a778e34390a21de42d407e94f45b91.mp4
2020年春晚,https://alimov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
2021年春晚,https://alimov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
2022年春晚,https://alimov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
2023年春晚,https://txmov2.a.kwimgs.com/bs3/video-hls/5251197255879398624_hlshd15.m3u8
2024年春晚,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8
2025年春晚,https://res.cctvnews.cctv.com/video/3005/record/cctv/merge1/133396667284143308839013005/8fbd6180bdef4da19f6155cf6b4652e1-4.m3u8

🧶港台频道,#genre#
台湾-TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
台湾-中天娱乐HD,http://61.221.215.25:8800/hls/47/index.m3u8
台湾-緯來精采HD,http://61.221.215.25:8800/hls/48/index.m3u8
香港-翡翠台,https://cdn3.163189.xyz/live/fct/stream.m3u8
香港-凤凰香港,https://cdn6.163189.xyz/live/fhhk/stream.m3u8
香港-凤凰资讯,https://cdn3.163189.xyz/live/fhzx/stream.m3u8

🌐海外频道,#genre#
[阿根廷]Canal 13 La Rioja,http://arcast.net:1935/mp/mp/chunklist_w565757193.m3u8
[阿联酋]Dubai Sports 2,http://dmitwlvvll.cdn.mangomolo.com/dubaisportshd/smil:dubaisportshd.smil/chunklist_b300000.m3u8
[阿联酋]Dubai Sports 2,http://dmitwlvvll.cdn.mangomolo.com/dubaisportshd/smil:dubaisportshd.smil/chunklist_b1300000.m3u8
[阿联酋]Dubai Sports 2,http://dmitwlvvll.cdn.mangomolo.com/dubaisportshd/smil:dubaisportshd.smil/chunklist_b1600000.m3u8
[奥地利]FS1 Salzburg,http://stream.fs1.tv:8080/hls/webstream.m3u8
[奥地利]红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8
[澳大利亚]ausbiz TV,https://d9quh89lh7dtw.cloudfront.net/public-output/index_1024x576_2000k.m3u8
[澳大利亚]Sky News,https://skynewsau-live.akamaized.net/hls/live/2002689/skynewsau-extra1/master_576p.m3u8
[澳大利亚]Sky News,https://skynewsau-live.akamaized.net/hls/live/2002690/skynewsau-extra2/master_576p.m3u8
[澳大利亚]Sky News,https://skynewsau-live.akamaized.net/hls/live/2002691/skynewsau-extra3/master_576p.m3u8
[澳大利亚]Trace Sports,https://lightning-tracesport-samsungau.amagi.tv/playlist1080p.m3u8
[巴西]Novo Tempo,http://stream.novotempo.com/tv/tvnovotempo.smil/chunklist_w156963398_b478000_slpor.m3u8
[德国]Baden TV,http://badentv-stream2.siebnich.info/rtplive/btv.stream/chunklist_w589168334.m3u8
[德国]Baden TV,https://cdn.icu.de/rtplive/btv.stream/chunklist_w1585320200.m3u8
[德国]Ran 1,http://58bd5b7a98e04.streamlock.net/medienasa-live/ran1_high/chunklist_w1041368995.m3u8
[德国]Tide TV,https://5889e7d0d6e28.streamlock.net/tide-live/smil:livestream.smil/chunklist_w918114106_b700000.m3u8
[俄罗斯]RT news,https://rt-glb.rttv.com/live/rtnews/playlist_4500Kb.m3u8
[俄罗斯]Мир 24,http://hls.mirtv.cdnvideo.ru/mirtv-parampublish/mir24_2500/tracks-v1a1/mono.m3u8
[俄罗斯]Мир 24,http://hls.mirtv.cdnvideo.ru/mirtv-parampublish/mir24_2500/tracks-v1a1/mono.ts.m3u8?hls_proxy_host=ceb47544f8d5cb4dd083338710e69ccd
[俄罗斯]РБК,http://online.video.rbc.ru/online2/rbctv_576p/index.m3u8
[俄罗斯]СТС,http://spacetv.in/stream/DVB2D6AE8CU/138.m3u8
[俄罗斯]红星电视台,https://tvchannelstream1.tvzvezda.ru/cdn/tvzvezda/playlist_hdhigh.m3u8
[法国]时尚台 FTV,http://files4.3y1.xyz/media/video/nosignal_h264/playlist.m3u8
[韩国]Arirang,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b656000_sleng.m3u8
[韩国]Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b656000_sleng.m3u8
[韩国]Arirang,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b656000_sleng.m3u8
[韩国]Arirang,https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b656000_sleng.m3u8
[韩国]Arirang,https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b3256000_sleng.m3u8
[韩国]KBS LiveCam DokDo,http://kbs-dokdo.gscdn.com/dokdo_300/definst/dokdo_300.stream/chunklist.m3u8
[韩国]MBC 综艺频道,http://vod.mpmbc.co.kr:1935/live/encoder-tv/chunklist_w1538068014.m3u8
[韩国]SBS CJB,http://1.222.207.80:1935/live/cjbtv/chunklist_w1357270949.m3u8
[卡塔尔]半岛电视台,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
[卡塔尔]半岛电视台,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
[美国]ABC 4 Seattle,https://content-aaps1.uplynk.com/2c88dfe19e1447e6a6aa27e8e143a140/d.m3u8
[美国]CBS 3 Omaha NE,https://content-aapm1.uplynk.com/4a09fbea28ef4f32bce095e9eae04bd8/d.m3u8
[美国]CNBC HD,http://vasilius.akciatv.ru/iptv/RGD5Y7ZWRWP4UK/962/index.m3u8
[美国]NBC HD,http://vasilius.akciatv.ru/iptv/RGD5Y7ZWRWP4UK/1081/index.m3u8
[美国]Newsmax TV,http://nmxlive.akamaized.net/hls/live/529965/Live_1/1.m3u8
[美国]PBS Kids Eastern/Central,https://livestream.pbskids.org/out/v1/1e3d77b418ad4a819b3f4c80ac0373b5/est_124.m3u8
[日本]Fuji TV,https://fujitv4.mov3.co/hls/fujitv.m3u8
[日本]NTV,https://ntv4.mov3.co/hls/ntv.m3u8
[日本]QVC Japan,http://cdn-live1.qvc.jp/iPhone/800/800.m3u8
[日本]TBS,http://143.244.60.30/TBS/tracks-v1a1/mono.m3u8
[新加坡]CNA (Channel NewsAsia),https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
[以色列]Tele1,https://cflive.kaltura.com/env/d.live.nvp1/live/hls/p/1719221/e/1_xias5bqq/tl/main/st/0/t/wV_SSlEQskAVSpwtofzL6A/index-s32.m3u8
[以色列]TeleM1,https://cflive.kaltura.com/env/d.live.nvp1/live/hls/p/1719221/e/1_ljzy3evp/tl/main/st/0/t/kfXPNZDgr_dXTsaaChhTBQ/index-s32.m3u8
[英国]BBC World News,http://vasilius.akciatv.ru/iptv/RGD5Y7ZWRWP4UK/545/index.m3u8
[英国]CNN International Europe,http://vasilius.akciatv.ru/iptv/RGD5Y7ZWRWP4UK/842/index.m3u8

🌏全球实况,#genre#
